user_idx,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,t_101,t_102,t_103,t_104,t_105,t_106,t_107,t_108,t_109,t_110,t_111,t_112,t_113,t_114,t_115,t_116,t_117,t_118,t_119,t_120,t_121,t_122,t_123,t_124,t_125,t_126,t_127,t_128,t_129,t_130,t_131,t_132,t_133,t_134
10,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.99512047,-0.9982041,-0.9982041,-0.9982041,-0.9982041,-0.9982041,-0.9982041,-0.9982041,-0.9982041,-0.9982041,-0.9982041,-0.9982041,0.9997904,0.9997904,0.9997904,0.9997904,-0.99901974,-0.99901974,-0.99901974,-0.9607445,0.99866784,0.99866784,0.99866784,0.99866784,0.99866784,0.99866784,0.99866784,0.99866784,0.99866784,0.99866784,0.99866784,0.99866784,0.99866784,0.99866784
11,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,-0.99959415,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,0.98863643,-0.9952756,-0.9952756,-0.9952756,-0.9952756,-0.9952756,-0.9952756,-0.9952756,-0.9952756,-0.9952756,-0.9952756,-0.9952756,-0.9952756,-0.9952756,-0.9952756,-0.9952756,-0.9952756,-0.9952756,-0.6787749,-0.6787749,-0.6787749,-0.6787749,-0.6787749,-0.6787749,-0.6787749,-0.6787749,-0.6787749,-0.9908076,-0.9908076,-0.9908076,-0.9908076,-0.9908076,-0.9908076,-0.9908076,-0.9908076,-0.9908076
12,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9984029,-0.9993525,-0.9993525,-0.9993525,-0.9993525,-0.9993525,-0.9993525,-0.9993525,-0.9943749,-0.9943749,-0.9943749,-0.9943749,-0.9943749,-0.9943749,-0.9943749,-0.9943749,-0.9943749,-0.9943749,-0.9943749,-0.9993291,-0.9993291,-0.9993291,-0.9993291,-0.9993291,-0.9993291,-0.9993291,0.5924549,-0.9626178,-0.9626178,-0.9626178,-0.9626178,-0.9958955,-0.9958955,-0.9958955,-0.9958955,-0.9958955,-0.9958955,-0.9958955,-0.9958955,-0.9958955,-0.9958955
13,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9930871,-0.9904873,-0.9950842,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258,-0.9973258
14,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,-0.59017944,0.9998186,0.9998186,0.9998186,0.9998186,0.9998186,0.9998186,0.9998186,0.9998186,0.9998186,0.9998186,0.9998186,0.9998186,-0.9896622,-0.9896622,-0.9896622
15,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.99638486,-0.97148895,-0.97148895,-0.97148895,-0.97148895,-0.97148895,-0.97148895,-0.97148895,-0.97148895,-0.985544,-0.95172966,-0.95172966,-0.95172966,-0.95172966,-0.95172966,-0.95172966,-0.95172966,-0.95172966,-0.95172966,-0.95172966,-0.95172966,-0.95172966,-0.95172966,-0.95172966,-0.95172966,-0.95172966,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.9727693,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.99877614,-0.95678437,-0.95678437,-0.95678437,-0.95678437,-0.95678437,-0.95678437,-0.95678437,-0.92244655,-0.92244655,-0.92244655,-0.92244655,-0.92244655,-0.92244655,-0.92244655,-0.92244655,-0.92244655,-0.92244655,-0.92244655,-0.92244655,-0.92244655
16,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.9984862,-0.99955934,-0.99955934,-0.99955934,-0.99955934,-0.99955934,-0.9889443,-0.9889443,-0.9889443,-0.9889443,-0.9889443,-0.9889443,-0.9889443,-0.9889443,-0.9889443,-0.9889443,-0.9889443,-0.9889443,-0.9889443,-0.9889443,-0.9889443,-0.9889443,-0.9988651,-0.9988651,-0.9988651,-0.9988651,-0.9988651,-0.9988651,-0.9988651,-0.9988651,-0.9988651,-0.9988651,-0.9988651,-0.9988651,-0.9988651,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9968917,-0.9895168,-0.9895168,-0.9895168,-0.9895168,-0.9895168,-0.9895168,-0.98800826,-0.98800826,-0.98800826,-0.98800826,-0.98800826,-0.98800826,-0.98800826,-0.98800826,-0.98800826,-0.98800826,-0.98800826,-0.98800826,-0.98800826,-0.99576664,-0.99576664,-0.99576664,-0.99576664,-0.99576664,-0.99576664,-0.99576664,-0.99576664,-0.99576664,-0.99576664,-0.99576664,-0.9816093,-0.9816093,-0.9816093,-0.9816093,-0.9816093,-0.9816093,-0.9816093,-0.9816093,-0.9816093,-0.9816093,-0.9816093,-0.9816093,-0.9816093
17,0.99714565,0.99714565,0.99714565,0.99714565,0.99714565,0.99714565,0.99714565,0.99714565,-0.9561359,-0.9561359,-0.9561359,-0.9899228,-0.9899228,-0.9899228,-0.9899228,-0.9899228,-0.9899228,-0.9899228,-0.9899228,-0.9899228,-0.9899228,-0.9899228,-0.9899228,-0.9899228,-0.9899228,-0.9899228,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.81883144,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99003357,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796,-0.99783796
18,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,-0.98835343,0.9785745,0.9785745,0.9785745,0.9785745,0.9785745,0.9785745,0.9785745,0.9785745,0.9785745,0.9785745,0.9785745,0.9785745,0.9785745,-0.9995309,-0.9995309,-0.9995309,-0.9995309,-0.9995309,-0.9995309,-0.9995309,-0.9968329,-0.9968329,-0.9968329,-0.9968329,-0.9968329,-0.9968329,-0.9968329,-0.9968329,-0.9968329,-0.9968329,-0.9968329,-0.9968329,-0.9968329,-0.9968329,-0.9968329,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.9301197,-0.99952054,-0.99952054,-0.99952054,-0.99952054,-0.99952054,-0.9967803,-0.9967803,-0.9967803,-0.9967803,-0.9967803,-0.9967803,-0.9967803,-0.9967803,-0.9967803,-0.9967803,-0.9967803,-0.9967803,-0.9967803,-0.9967803,-0.9967803
19,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,0.9665387,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.8417407,-0.9996257,0.990785,0.990785,0.99274915,0.99274915,0.99274915,0.99274915,0.9995747,0.9995747,0.9995747,0.9995747,0.9995747,0.9995747,0.9995747,0.9995747,0.9995747,0.9995747,0.9995747,0.9995747,0.9995747,0.9995747
20,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,0.99987495,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.9929444,-0.99584526,-0.99584526,-0.99584526,-0.997549,-0.9958853,-0.9958853,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863,-0.99253863
21,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,-0.99846846,0.96083426,0.96083426,0.96083426,0.96083426,0.96083426,0.96083426,0.96083426,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9868782,-0.9981331,-0.9981331,-0.9981331,-0.9981331,-0.9981331,-0.9981331,-0.9981331,-0.9981331,-0.9981331,-0.9981331,-0.9981331,-0.9981331,-0.9981331,-0.9981331
22,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,-0.99943036,0.9937312,0.9937312,0.9937312,0.9937312,0.9937312,0.9937312,0.9937312,0.9937312,0.9937312,0.9937312,0.9937312,0.9937312,0.9937312,0.9937312,0.9937312,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,-0.9402713,0.9717917,0.9717917,0.9717917,-0.9969351,-0.9969351,-0.9969351,-0.9969351,-0.9969351,-0.9969351,-0.9969351,-0.9969351,-0.9969351,-0.9969351,-0.9969351,-0.9969351,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9964875,-0.9859729,-0.9859729,-0.9859729,-0.9546778,-0.9546778,-0.9546778,-0.9546778,-0.9546778,-0.9546778,-0.9546778,-0.9546778,-0.9546778,-0.9546778,-0.9546778
23,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.9880162,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.50627214,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.8422317,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081,-0.9963081
