user_idx,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,t_101,t_102,t_103,t_104,t_105,t_106,t_107,t_108,t_109,t_110,t_111,t_112,t_113,t_114,t_115,t_116,t_117,t_118,t_119,t_120,t_121,t_122,t_123,t_124,t_125,t_126,t_127,t_128,t_129,t_130,t_131,t_132,t_133,t_134
24,-0.9920012,-0.9920012,-0.9920012,-0.9920012,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9890076,-0.9897338,-0.9897338,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.98589116,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773,-0.9664773
25,0.87275094,0.87275094,0.87275094,0.87275094,0.87275094,0.87275094,0.87275094,0.87275094,0.87275094,0.87275094,-0.9986187,-0.9986187,-0.7659717,-0.7659717,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,0.9907817,-0.99736834,-0.99736834,-0.99736834,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.99831617,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047,0.9966047
26,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.99781823,-0.99781823,-0.99781823,-0.9859827,-0.9859827,-0.9859827,-0.9859827,-0.9859827,-0.9859827,-0.9859827,-0.5187286,-0.5187286,-0.5187286,-0.5187286,-0.5187286,-0.5187286,-0.5187286,-0.5187286,-0.5187286,-0.5187286,-0.5187286
27,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,0.6593257,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773,-0.9968773
28,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.982578,-0.98432934,-0.98432934,-0.98432934,-0.98432934,-0.98432934,-0.98432934,-0.98432934,-0.98432934,-0.0060337186,-0.0060337186,-0.0060337186,-0.0060337186,-0.0060337186,-0.0060337186,-0.0060337186,-0.0060337186,-0.0060337186,-0.0060337186,-0.0060337186
29,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9991304,-0.9952164,-0.9952164,-0.9952164,-0.9952164,-0.9952164,-0.9952164,-0.9952164,-0.9952164,-0.9952164,-0.9952164,-0.9952164,0.9981187,0.9981187,0.9981187,0.9981187,0.9981187,0.9981187,0.9981187,0.9981187,-0.90134794,-0.90134794,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633,-0.99773633
30,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9940025,-0.9981577,-0.9981577,-0.9981577,-0.9981577,-0.9981577,-0.9981577,-0.9981577
31,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.9979747,-0.6780894,-0.6780894,-0.6780894,-0.6780894,-0.6780894,-0.6780894,-0.6780894,-0.6780894,-0.6780894,-0.6780894,-0.6780894,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287,0.9966287
32,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99501026,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.9870827,-0.9870827,-0.9870827,-0.9870827,-0.9870827,-0.9870827,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051,-0.98051
33,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,-0.63772035,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,0.9899658,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.9874061,-0.99784136,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9889727,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542,-0.9295542
34,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.98705673,-0.99928844,-0.99928844,-0.99928844,-0.99928844,-0.99928844,-0.99928844,-0.99928844,-0.99928844,-0.99928844,-0.99928844,-0.99928844,-0.99928844,-0.99928844,-0.99928844,-0.99928844,-0.006426424,-0.006426424,-0.006426424,-0.006426424,-0.006426424,-0.006426424,-0.006426424,-0.006426424,-0.006426424,-0.006426424,-0.006426424,-0.006426424,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,-0.99614704,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277,0.99541277
35,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,0.98803514,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97254395,-0.97389627,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99670607,-0.99813545,-0.99813545,-0.99813545,-0.99813545,-0.99813545,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636,-0.99068636
36,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.9997129,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.99946934,-0.98223084,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693,-0.99466693
37,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.98609716,-0.9997888,-0.9997888,-0.9997888,-0.9997888,-0.9997888,-0.9997888,-0.9997888,-0.9997888,-0.9997888,-0.9997888,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.9917687,-0.999111,-0.999111,-0.999111,-0.999111,-0.999111,-0.999111,-0.999111,-0.999111,-0.999111,-0.999111,-0.999111,-0.9990017,-0.9990017,-0.9990017,-0.9990017,-0.9990017,-0.9990017,-0.9990017,-0.9990017,-0.9990017,-0.9990017,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.98871124,-0.9893975,-0.9893975,-0.9893975,-0.9893975,-0.9893975,-0.9893975,-0.9893975,-0.9893975,-0.9893975
