,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
0,0.10065272450447083,-0.1450928896665573,0.1532072275876999,-0.04044728726148605,-0.12472439557313919,-0.08543867617845535,0.06588611751794815,0.07055506110191345,-0.17425964772701263,0.11788101494312286,0.0035493585746735334,0.11885175108909607,0.12365489453077316,0.025362489745020866,0.10614015907049179,-0.16079097986221313,-0.1463180035352707,0.003321773838251829,-0.026925547048449516,-0.11185531318187714,-0.0473841093480587,-0.03436986356973648,0.028409721329808235,0.010218951851129532,0.09749262779951096,0.05642494931817055,0.07102856040000916,0.16574229300022125,0.13274845480918884,-0.07220561802387238,0.14947983622550964,0.07699909061193466
