user_idx,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,t_101,t_102,t_103,t_104,t_105,t_106,t_107,t_108,t_109,t_110,t_111,t_112,t_113,t_114,t_115,t_116,t_117,t_118,t_119,t_120,t_121,t_122,t_123,t_124,t_125,t_126,t_127,t_128,t_129,t_130
53,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.83046335,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9951762,-0.9794621,-0.9794621,-0.9794621,-0.9794621,-0.9794621,-0.9794621,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,0.9505461,-0.9996717,-0.9996717
54,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.81217396,-0.98530847,-0.98530847,-0.98530847,-0.98530847,-0.98530847,-0.98530847,-0.98530847,-0.98530847,-0.98530847,-0.98530847,-0.98530847,-0.98530847,-0.98530847,-0.98530847,-0.98530847,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.98981375,-0.9973361,-0.9973361,-0.9973361,-0.9973361,-0.9973361,-0.9973361,-0.9973361,-0.9973361,-0.9973361,-0.9973361,-0.9973361,-0.9973361,-0.9973361,-0.9973361,-0.9973361,-0.9973361,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909,-0.9835909
55,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.9973579,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.99970067,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,-0.8516839,0.9924378,0.9924378,0.9924378,0.9222496,-0.99960357,-0.99960357,-0.99960357,-0.99960357,-0.99960357,-0.99960357,-0.99960357,-0.99960357,-0.99960357,-0.99960357,-0.99960357,-0.99960357,-0.99960357,-0.99960357,-0.99960357,-0.99960357,-0.99960357,-0.92091984,-0.92091984,-0.92091984
56,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.94662315,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9953689,-0.9958805,-0.9958805
57,-0.9938059,-0.9938059,-0.9938059,-0.9938059,-0.9938059,-0.9938059,-0.9938059,-0.9938059,-0.9758607,-0.9758607,-0.9758607,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,-0.9963349,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,0.99033093,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.981942,-0.99781823,-0.99781823,-0.99781823
58,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9616483,-0.9994931,-0.99939656,-0.99939656,-0.99939656,-0.99939656,-0.99939656,-0.99939656,-0.99939656,-0.99939656,-0.99939656,-0.99939656,0.9989102,0.9989102,0.9989102,0.9989102,0.9989102,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.998324,0.99934036,0.99934036,0.99934036,0.99934036,0.99934036,0.99934036,0.99934036,0.99934036,0.99934036,0.99934036,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522,-0.9964522
59,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.94603014,-0.99892503,-0.99892503,-0.99892503,-0.99892503,-0.99892503,-0.99892503,-0.99892503,-0.99892503,-0.99892503,-0.99892503,-0.99892503,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,0.95246494,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702,-0.9969702
60,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,-0.9954732,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.99944764,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,0.97397953,-0.98852366,-0.98852366,-0.98852366,-0.98852366,-0.98852366,-0.98852366,-0.99938095,-0.99938095,-0.99938095,-0.99938095,-0.99938095,-0.99938095,-0.9960586,-0.9960586,-0.9960586,-0.9960586,-0.9960586,-0.9960586,-0.9960586,-0.9960586,-0.9960586,-0.9960586,-0.9960586,-0.9960586,-0.9960586,-0.9960586
61,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,0.9994326,-0.9898615,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402,-0.7736402
62,-0.99840254,-0.99840254,-0.99840254,-0.99840254,-0.99840254,-0.99840254,-0.99840254,-0.9913254,-0.9913254,-0.9913254,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,-0.9994005,0.9955989,0.9955989,0.9955989,0.9955989,0.9955989,0.9955989,0.9955989,0.9955989,0.9955989,0.9955989,0.9955989,-0.9994586,-0.9994586,-0.9994586,-0.9994586,-0.9994586
63,-0.998442,-0.998442,-0.998442,-0.998442,-0.998442,-0.998442,-0.998442,-0.998442,-0.99772924,-0.99772924,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993,0.6979993
64,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086,-0.88353086
65,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99933136,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.99841523,-0.9870827,-0.9870827,-0.9870827,-0.9870827,-0.9870827
66,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,0.99088204,-0.93334436,-0.93334436,-0.93334436,-0.93334436,-0.93334436,-0.93334436,-0.93334436,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297,0.9120297
67,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9984549,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.9981673,-0.996167,-0.996167,-0.996167,-0.996167,-0.996167,-0.996167,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874,0.963874
