user_idx,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,t_101,t_102,t_103,t_104,t_105,t_106,t_107,t_108,t_109,t_110,t_111,t_112,t_113,t_114,t_115,t_116,t_117,t_118,t_119,t_120,t_121,t_122,t_123,t_124,t_125,t_126,t_127,t_128,t_129,t_130
424,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.91186416,-0.99874073,-0.99874073,-0.99874073,-0.99874073,-0.98710585,-0.98710585,-0.98710585,-0.98710585,-0.98710585,-0.98710585,-0.98710585,-0.98710585,-0.98710585,-0.98710585,-0.98710585,-0.98710585,-0.98710585
425,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.9970901,-0.999345,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181,-0.9982181
426,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9985644,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9988488,-0.9914479,-0.9914479,-0.9914479,-0.9914479,-0.9914479,-0.9914479,-0.9914479,-0.9914479,-0.9914479,-0.9914479,-0.9914479,-0.9914479
427,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,-0.9918848,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,0.9998708,-0.9894024,-0.9894024,-0.9894024,-0.9894024,-0.9894024,-0.9894024,-0.9894024,-0.9894024,-0.9894024,-0.9894024,-0.9894024,-0.9894024,-0.9894024,-0.9894024,-0.9894024
428,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,-0.9866403,0.9636046,0.9636046,0.9636046,0.9636046,0.9636046,0.9636046,0.9636046,0.9636046,0.9636046,0.9636046,0.9636046,0.9636046,0.9636046,0.9636046
429,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.9974056,-0.99830294,-0.99830294,-0.99830294,-0.99830294,-0.99830294,-0.99830294,-0.99830294,-0.99830294,-0.99830294,-0.99830294,-0.99830294,-0.99830294,-0.99830294,-0.99830294,-0.99830294
430,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833,-0.9986833
431,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.9843352,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.99755293,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647,-0.9321647
432,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9964478,-0.9607354,-0.9607354,-0.9607354,-0.9607354,-0.9607354,-0.9607354,-0.9607354,-0.9607354,-0.9607354,-0.9607354,-0.9607354,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521,-0.9920521
433,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.99017364,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848,0.9795848
434,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,-0.9966884,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,0.9625297,-0.9427504,-0.9427504,-0.9427504
435,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,0.999744,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.9909663,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407,-0.99031407
436,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.97290695,-0.9992505,-0.9992505,-0.9992505,-0.9992505,-0.9992505,-0.9992505,-0.9992505,-0.9992505,-0.9992505,-0.9992505,-0.9992505,-0.9992505,-0.9992505,-0.9992505
437,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.9989754,-0.99978405,-0.99978405,-0.99978405,-0.99978405,-0.99978405,-0.99978405,-0.99978405,-0.99978405,-0.99978405,-0.99978405,-0.99978405,-0.99978405,-0.99978405,-0.99978405,-0.99978405,-0.99978405,-0.99978405
438,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016,-0.9988016
