user_idx,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13
141,-0.9996383,-0.9996383,-0.9996383,-0.9996383,-0.9996383,-0.9996383,-0.9996383,-0.9996383,-0.9996383,-0.9996383,-0.9996383,-0.9996383,-0.9996383,-0.9996383
142,-0.9987668,-0.9987668,-0.9987668,-0.9987668,-0.9987668,-0.99926347,-0.99926347,-0.99926347,-0.99926347,-0.99926347,-0.99926347,-0.99926347,-0.99926347,-0.99926347
143,-0.9997539,-0.9997539,-0.9997539,-0.9997539,-0.9997539,-0.9997539,-0.9997539,-0.9997539,-0.9997539,-0.9997539,-0.9997539,-0.9997539,-0.9997539,-0.9997539
144,-0.9939638,-0.9939638,-0.9939638,-0.9939638,-0.9939638,-0.9939638,-0.9939638,-0.9939638,-0.9939638,-0.9939638,-0.9924839,-0.9924839,-0.9924839,0.9957722
145,-0.9903807,-0.9903807,-0.9903807,-0.9903807,-0.9903807,-0.9903807,-0.99645823,-0.99645823,-0.99645823,-0.99645823,-0.99645823,-0.9875963,-0.9875963,-0.76476544
146,-0.96473515,-0.96473515,-0.96473515,-0.96473515,-0.96473515,-0.96473515,-0.96473515,-0.96473515,-0.96473515,-0.96473515,-0.99946386,-0.9995546,-0.9995546,-0.9995546
147,-0.9974075,-0.9974075,-0.9974075,-0.9989355,-0.9989355,-0.9989355,-0.9989355,-0.9989355,-0.9989355,-0.9989355,-0.96758837,-0.96758837,-0.96758837,-0.96758837
148,-0.9772815,-0.9772815,-0.9772815,-0.9772815,-0.9772815,-0.9772815,-0.9772815,-0.9772815,-0.9772815,-0.9772815,-0.99532145,-0.99532145,-0.99532145,-0.99532145
149,-0.9997595,-0.9997595,-0.9997595,-0.9997595,-0.9997595,-0.9997595,-0.9997595,-0.9997595,-0.99769443,-0.99769443,-0.99769443,-0.99769443,-0.99769443,-0.99769443
150,-0.88330716,-0.99965775,-0.99965775,-0.99965775,-0.99965775,-0.99965775,-0.99965775,-0.0059431493,-0.0059431493,-0.0059431493,-0.0059431493,-0.0059431493,-0.0059431493,-0.0059431493
151,-0.9964833,-0.9964833,-0.9964833,-0.9964833,-0.9964833,-0.9964833,-0.9964833,-0.9964833,-0.9964833,-0.9964833,-0.9964833,-0.9964833,-0.9964833,-0.9964833
152,-0.999696,-0.999696,-0.999696,-0.999696,-0.999696,-0.999696,0.9446183,0.9446183,0.9446183,0.9446183,0.9446183,-0.99657094,-0.99657094,-0.99657094
153,-0.99972254,-0.99861705,0.9998037,-0.9985073,-0.9985073,-0.9985073,-0.9985073,-0.9985073,-0.9985073,-0.9985073,-0.9985073,-0.9985073,-0.9985073,-0.9985073
154,0.9904536,0.9904536,0.9904536,0.9904536,0.9904536,0.9904536,0.9904536,0.9904536,0.9904536,-0.99924964,-0.99924964,-0.99924964,-0.99924964,-0.99924964
155,-0.9912492,-0.9912492,-0.9912492,-0.9912492,-0.9912492,-0.9912492,-0.9912492,0.9852564,0.9852564,0.9852564,-0.99833125,-0.99833125,-0.99833125,-0.99833125
156,0.7144314,0.7144314,0.7144314,0.7144314,0.7144314,0.7144314,0.7144314,-0.99646616,-0.99646616,-0.9978818,-0.9978818,-0.9978818,-0.9978818,-0.9978818
157,0.9993774,0.9993774,0.9993774,0.9993774,0.9993774,0.9993774,0.9993774,0.9993774,0.9993774,0.9993774,0.9993774,0.9993774,0.9993774,0.9993774
158,-0.9982009,-0.9982009,-0.9982009,-0.9982009,-0.9982009,-0.9982009,-0.9982009,-0.9982009,-0.9982009,-0.9982009,0.99648094,0.99648094,0.99648094,0.99648094
159,-0.988089,-0.988089,-0.988089,-0.988089,-0.988089,-0.988089,-0.988089,-0.988089,-0.99799395,-0.99799395,-0.99799395,-0.99799395,-0.99799395,-0.99799395
160,-0.99979836,-0.99979836,-0.99979836,-0.99979836,-0.99979836,-0.99979836,-0.99979836,-0.99979836,0.85294056,0.85294056,0.85294056,0.85294056,-0.98260397,-0.98260397
161,-0.99874383,-0.99874383,-0.99874383,-0.99874383,-0.99874383,-0.99874383,-0.99874383,-0.99874383,0.74107033,0.74107033,0.74107033,0.74107033,0.74107033,0.74107033
162,-0.99980086,-0.99980086,-0.99980086,-0.99980086,-0.99980086,-0.99980086,-0.99980086,-0.9720933,-0.9720933,-0.9720933,-0.9720933,-0.9720933,-0.99819595,-0.99819595
163,-0.9855666,-0.9855666,-0.9855666,-0.9855666,-0.9855666,-0.9855666,-0.9855666,-0.9992638,-0.9992638,-0.9993001,-0.9993001,-0.9993001,-0.9993001,-0.9993001
164,-0.9994319,-0.9994319,-0.9994319,-0.9994319,-0.9994319,-0.9994319,-0.9994319,-0.9929817,-0.9929817,-0.9929817,-0.9929817,-0.9929817,-0.9929817,0.98833036
165,-0.9976757,-0.9976757,-0.9976757,-0.9976757,-0.9976757,-0.9976757,-0.9992836,-0.9998035,-0.9998035,-0.99466765,-0.99466765,-0.99466765,-0.99466765,-0.99466765
166,0.5899517,0.5899517,0.5899517,0.5899517,0.5899517,0.5899517,0.5899517,-0.8685185,-0.8685185,-0.8685185,0.99787045,0.99787045,0.99787045,0.99787045
167,-0.99864024,-0.99864024,-0.99864024,-0.99864024,-0.99864024,-0.99864024,-0.99864024,-0.99864024,-0.999323,-0.999323,-0.999323,-0.999323,-0.999323,-0.999323
168,-0.99304444,-0.99304444,-0.99304444,-0.99304444,-0.99304444,-0.99304444,-0.9983682,-0.8937008,-0.8937008,-0.8937008,-0.8937008,-0.8937008,-0.8937008,-0.8937008
169,-0.99450254,-0.99450254,-0.99450254,-0.99450254,-0.99972326,-0.99972326,-0.99972326,-0.9994617,-0.9994617,-0.9994617,-0.9994617,-0.9994617,-0.98693556,-0.98693556
170,-0.9990409,-0.9990409,-0.9990409,-0.9990409,-0.9990409,-0.9990409,-0.9990409,-0.9990409,-0.9990409,-0.997692,-0.997692,-0.997692,-0.997692,-0.9965772
171,0.99748296,0.99748296,0.99748296,0.99748296,0.99748296,0.99748296,0.99748296,0.99748296,0.99748296,0.99748296,0.99748296,0.99748296,0.99748296,0.99748296
172,0.720718,0.720718,0.720718,0.720718,0.720718,0.720718,0.720718,0.720718,0.720718,0.720718,0.9828416,0.9828416,0.9828416,-0.99950516
173,-0.9995235,-0.9995235,-0.9995235,-0.9995235,-0.9995235,-0.9995235,-0.9995235,-0.9995235,-0.9995235,-0.99909914,-0.9993285,-0.9993285,-0.9993285,-0.9993285
174,-0.9991192,-0.9991192,-0.9991192,-0.9991192,-0.9991192,-0.9991192,-0.9991192,-0.9991192,-0.9991192,-0.9991192,-0.9991192,-0.9991192,-0.9991192,-0.9991192
175,-0.99259865,-0.99259865,-0.99259865,-0.99259865,-0.99259865,-0.99259865,-0.99259865,-0.99259865,-0.99259865,-0.99809796,-0.99809796,-0.99809796,-0.99809796,-0.99793136
176,-0.99590284,-0.99590284,-0.99590284,-0.99590284,-0.99590284,-0.99590284,-0.99590284,0.9996315,0.9996315,0.9996315,0.9996315,0.9996315,-0.99967444,-0.99967444
177,-0.97468555,-0.97468555,-0.97468555,-0.99911076,-0.99911076,-0.99911076,-0.99911076,-0.99911076,-0.99911076,-0.99911076,-0.99911076,-0.99911076,-0.99911076,-0.99911076
178,0.8640363,0.8640363,0.8640363,0.8640363,0.8640363,0.8640363,0.8640363,0.8640363,0.8640363,0.8640363,0.8640363,0.8640363,-0.99970704,-0.99970704
179,0.99837506,0.99837506,0.99837506,0.99837506,0.99837506,0.99837506,0.99837506,-0.99953496,-0.99953496,-0.99953496,-0.99953496,-0.99953496,-0.99953496,-0.99953496
180,-0.9974916,-0.9974916,-0.9974916,-0.9974916,-0.9974916,-0.9974916,-0.9974916,-0.9974916,-0.9974916,-0.99659413,0.96320355,0.96320355,0.96320355,0.96320355
181,-0.9997112,-0.9997112,-0.9997112,-0.9997112,-0.9997112,-0.9997112,-0.9920442,-0.9920442,-0.99931526,-0.99931526,-0.99931526,-0.99931526,-0.99931526,-0.99931526
182,-0.94715095,-0.94715095,-0.94715095,-0.72544754,-0.72544754,-0.72544754,-0.72544754,-0.72544754,-0.99606603,-0.99606603,-0.99606603,-0.99606603,-0.99606603,-0.99606603
183,0.99588567,0.99588567,0.99588567,0.99588567,0.99588567,0.99588567,0.99588567,0.99588567,-0.9973111,-0.9973111,-0.9973111,-0.9973111,-0.9973111,-0.9973111
184,-0.99760497,-0.99760497,-0.99760497,-0.99760497,-0.99760497,-0.99760497,-0.99760497,-0.99760497,-0.99787664,-0.99787664,-0.99787664,-0.99787664,-0.99787664,-0.99787664
185,-0.9982938,-0.9982938,-0.9982938,-0.9982938,-0.9982938,-0.9982938,-0.9982938,-0.9982938,-0.9982938,-0.9982938,-0.9982938,-0.9953803,-0.99054563,-0.99054563
186,0.9998487,0.9998487,0.9998487,0.9998487,0.9998487,0.9998487,0.9998487,0.9998487,0.9998487,0.9998487,0.9966047,-0.9997992,-0.9997992,-0.9997992
187,-0.99965525,-0.99965525,-0.99965525,-0.99965525,-0.99965525,-0.99965525,-0.99965525,-0.99965525,-0.99965525,-0.99965525,-0.99965525,-0.99965525,-0.99965525,-0.99965525
188,-0.99855,-0.99855,-0.99855,-0.99855,-0.99855,-0.99855,-0.99869967,-0.99869967,-0.99869967,-0.99869967,-0.99869967,-0.9972139,-0.9972139,-0.9972139
189,-0.9967253,-0.9967253,-0.9967253,-0.9967253,-0.9967253,-0.72169924,-0.72169924,-0.72169924,-0.72169924,-0.72169924,-0.72169924,-0.72169924,-0.72169924,-0.72169924
190,-0.9954971,-0.9954971,-0.9954971,-0.9954971,-0.9954971,-0.9954971,-0.9954971,-0.9954971,-0.9954971,-0.99830425,-0.69612557,-0.69612557,-0.69612557,-0.9943581
191,-0.9993351,-0.9993351,-0.9993351,-0.9993351,-0.9993351,-0.9993351,-0.9993351,-0.9993351,-0.9993351,0.9808822,0.9808822,0.9808822,0.9808822,0.9808822
192,0.9997162,0.9997162,0.9997162,-0.99857783,-0.99857783,-0.99857783,-0.99857783,-0.99857783,-0.99857783,-0.99857783,-0.99857783,-0.99857783,-0.99857783,-0.99857783
193,-0.99327034,-0.99327034,-0.99327034,-0.99327034,-0.99327034,-0.99327034,-0.9996586,-0.9996586,-0.9996586,-0.9996586,-0.9996586,-0.9996586,-0.9996586,-0.9996586
194,-0.997815,-0.997815,-0.997815,-0.997815,-0.997815,-0.997815,-0.997815,-0.997815,-0.997815,0.6515474,-0.998131,-0.998131,-0.998131,-0.998131
195,-0.9979317,-0.9979317,-0.9979317,-0.9979317,-0.9979317,-0.9979317,-0.9979317,-0.9979317,-0.9979317,-0.9979317,-0.9979317,-0.9979317,-0.9979317,-0.9979317
196,0.74377096,0.74377096,0.74377096,0.74377096,0.74377096,0.74377096,0.74377096,0.74377096,0.74377096,-0.99848336,-0.99848336,-0.99848336,-0.99848336,-0.99848336
197,-0.979418,-0.979418,-0.979418,-0.979418,-0.979418,-0.979418,-0.979418,-0.979418,-0.979418,0.99750024,-0.9986993,-0.9986993,-0.9986993,-0.9986993
198,0.99980074,0.99980074,-0.99546105,-0.99546105,-0.99546105,-0.99546105,-0.99546105,-0.99546105,-0.99546105,-0.9937378,-0.9937378,-0.9937378,-0.9937378,-0.9937378
199,-0.8223745,-0.8223745,-0.8223745,-0.8223745,-0.8223745,-0.8223745,-0.8223745,-0.8223745,-0.8223745,0.99397933,0.99397933,0.99397933,0.99397933,0.99397933
200,-0.9980578,-0.9980578,-0.9980578,-0.9980578,-0.9980578,-0.9980578,-0.9980578,-0.9980578,-0.9980578,-0.9980578,-0.99963105,-0.99963105,-0.99963105,-0.99963105
201,0.5909636,0.5909636,0.5909636,0.5909636,0.5909636,0.5909636,0.5909636,0.5909636,0.5909636,0.5909636,0.5909636,0.5909636,0.5909636,0.5909636
202,-0.99875546,-0.99875546,-0.99875546,-0.99875546,-0.99875546,-0.99875546,-0.99875546,-0.99875546,-0.99875546,-0.99875546,-0.99875546,-0.99875546,-0.99875546,-0.99875546
203,-0.99963224,-0.99963224,0.9671786,0.9671786,0.9671786,0.9671786,-0.9976943,-0.9976943,-0.9976943,-0.9976943,-0.9976943,-0.9976943,-0.9976943,-0.9976943
204,-0.9936307,-0.9936307,-0.9936307,-0.9936307,-0.9936307,-0.9936307,-0.9936307,-0.9936307,-0.9936307,-0.9936307,-0.9936307,-0.9936307,-0.9936307,-0.999253
205,-0.9954265,-0.9954265,-0.9954265,-0.9997913,-0.9997913,-0.9997913,-0.9997913,-0.9997913,-0.9997913,-0.9997913,-0.9997913,-0.9997913,-0.9997913,-0.9997913
206,-0.99781215,-0.99781215,-0.99781215,-0.99781215,0.99159044,0.99159044,0.99159044,0.99159044,0.99159044,0.99159044,0.99159044,0.99159044,0.99159044,0.99159044
207,-0.99820685,-0.99820685,-0.99820685,-0.99820685,-0.99820685,-0.99820685,-0.99820685,-0.99820685,-0.99820685,-0.9966935,-0.9966935,-0.9966935,-0.9966935,-0.9966935
208,-0.9995492,-0.9995492,-0.9982571,-0.9982571,-0.9982571,-0.9982571,-0.9982571,-0.9982571,-0.9982571,-0.9982571,-0.9982571,-0.9982571,-0.9982571,-0.999258
209,-0.99610424,-0.99610424,-0.99610424,-0.99610424,-0.99610424,-0.99610424,-0.99610424,-0.99610424,-0.99610424,-0.99610424,-0.99610424,-0.99610424,-0.99610424,-0.99610424
210,-0.99599236,-0.99599236,-0.99599236,-0.99599236,-0.99599236,-0.99599236,-0.99599236,-0.99599236,-0.99599236,-0.99599236,-0.99502593,-0.99502593,-0.99502593,-0.99502593
211,-0.953124,-0.953124,-0.953124,-0.953124,-0.953124,0.00092315674,0.00092315674,0.00092315674,0.00092315674,0.00092315674,0.00092315674,-0.9988181,-0.9988181,-0.9988181
212,-0.9899775,-0.9899775,-0.9899775,-0.9899775,-0.9899775,-0.9899775,-0.9965204,-0.9965204,-0.9965204,-0.9965204,-0.9965204,-0.9965204,-0.9965204,-0.74216527
213,0.56959516,0.56959516,0.56959516,0.56959516,0.56959516,0.56959516,-0.99687,-0.99687,-0.99687,-0.9921014,-0.9921014,-0.9921014,-0.9921014,-0.9921014
214,-0.72769487,-0.72769487,-0.72769487,-0.72769487,-0.72769487,-0.72769487,-0.72769487,-0.72769487,-0.72769487,-0.99288905,-0.99288905,-0.99288905,-0.8845653,-0.8845653
215,-0.99904484,-0.99904484,-0.99904484,-0.99904484,-0.99904484,-0.99904484,0.997412,0.997412,0.997412,-0.99954283,-0.99954283,-0.99954283,-0.99954283,-0.99954283
216,-0.9970381,-0.9970381,-0.9970381,-0.9970381,-0.9970381,-0.9970381,-0.9970381,-0.9970381,-0.9970381,-0.99038994,-0.99038994,-0.99038994,-0.99038994,-0.99038994
217,-0.987387,-0.987387,-0.987387,-0.987387,-0.987387,-0.987387,-0.987387,-0.987387,-0.987387,-0.987387,-0.987387,-0.987387,-0.987387,-0.987387
218,0.9703945,-0.9997147,-0.99552983,-0.99552983,-0.99552983,-0.99552983,-0.99552983,-0.99552983,-0.99552983,-0.99552983,-0.99552983,-0.99552983,-0.99552983,-0.99552983
219,-0.974979,-0.974979,-0.974979,-0.974979,-0.974979,-0.974979,-0.974979,-0.974979,-0.974979,-0.974979,0.98153734,0.98153734,0.98153734,0.98153734
220,-0.9957189,-0.9957189,-0.9957189,-0.9957189,-0.9957189,-0.9957189,-0.9918772,-0.9918772,-0.9918772,-0.9918772,-0.9918772,-0.9918772,-0.9918772,-0.9918772
221,-0.9811426,-0.9811426,-0.9811426,-0.9811426,0.9998584,0.9998584,0.9998584,0.9998584,0.9998584,0.9998584,-0.9974125,-0.9974125,-0.9974125,-0.9974125
222,-0.9947238,-0.9947238,-0.9947238,-0.9947238,-0.9947238,-0.9947238,-0.9947238,-0.9947238,-0.99555886,-0.99555886,0.92108303,0.92108303,0.92108303,-0.9995621
223,-0.99689806,-0.99689806,-0.98854876,-0.98854876,-0.98854876,-0.98854876,-0.98854876,-0.98854876,-0.98854876,-0.98854876,-0.98854876,-0.98854876,-0.98854876,-0.98854876
224,0.9854762,0.9854762,0.9854762,0.9854762,0.9854762,0.9854762,0.9854762,0.9854762,0.9854762,-0.9989796,-0.9989796,-0.99865746,-0.99865746,-0.99865746
225,-0.99692184,-0.99692184,-0.99692184,-0.9994049,-0.9994049,-0.9994049,-0.9994049,-0.9994049,-0.9994049,-0.9994049,-0.9986216,-0.9986216,-0.99961287,-0.99961287
226,-0.9996573,-0.9996573,-0.9996573,-0.9996573,-0.9996573,-0.9996573,-0.9996573,-0.9996573,-0.9996573,-0.9996573,0.9951521,0.9951521,0.9951521,0.9951521
227,-0.92021346,-0.92021346,-0.92021346,-0.92021346,-0.92021346,-0.92021346,-0.92021346,-0.92021346,-0.92021346,-0.92021346,-0.92021346,-0.92021346,-0.92021346,-0.92021346
228,-0.9997819,-0.9997819,-0.9997819,-0.9997819,-0.9997819,-0.9997819,-0.9997819,-0.9997819,-0.9997819,-0.9997819,-0.9997819,-0.9997819,-0.9997819,-0.9997819
229,-0.99819946,-0.99819946,-0.99745184,-0.99745184,-0.99745184,-0.99745184,-0.99745184,-0.99745184,-0.99745184,-0.99745184,-0.99745184,-0.9980666,-0.9980666,-0.9980666
230,-0.9987017,-0.9987017,-0.9987017,-0.9987017,-0.9987017,-0.9987017,-0.9987017,-0.9987017,-0.9987017,-0.9987017,-0.9987017,0.9805706,0.9805706,0.9805706
231,0.99987745,0.99987745,0.99987745,0.99987745,0.99987745,0.9992488,0.9992488,0.9992488,0.9992488,0.9992488,0.9992488,-0.9899922,-0.9899922,-0.9899922
232,-0.99898463,-0.99898463,-0.99898463,-0.99898463,-0.99898463,-0.99898463,-0.998793,-0.998793,-0.998793,-0.998793,-0.998793,-0.998793,-0.998793,-0.998793
233,-0.99931943,-0.99931943,-0.99931943,-0.99931943,-0.99931943,-0.99931943,-0.99931943,-0.99931943,-0.99931943,-0.99931943,-0.99931943,-0.99931943,-0.99931943,-0.99931943
234,-0.9978891,-0.9978891,-0.9978891,-0.9936208,-0.99157447,-0.99157447,-0.99157447,-0.99157447,-0.99157447,-0.99157447,-0.99157447,-0.99157447,-0.99157447,-0.99157447
235,-0.9989003,-0.9989003,-0.9989003,-0.9989003,-0.9989003,-0.9989003,-0.9989003,-0.9989003,-0.9989003,-0.9989003,-0.9989003,-0.9989003,-0.9989003,-0.9989003
236,-0.9990416,-0.9990416,-0.9990416,-0.9990416,-0.99618065,-0.99920124,-0.99920124,-0.99920124,-0.99920124,-0.99920124,-0.99920124,-0.99920124,-0.99920124,-0.99920124
237,-0.9991499,-0.9991499,-0.9991499,-0.9991499,-0.9991499,-0.9991499,-0.9991499,-0.9991499,-0.9991499,-0.9991499,-0.9991499,-0.9991499,-0.9991499,-0.9984864
238,-0.97190326,-0.97190326,-0.97190326,-0.97190326,-0.97190326,-0.97190326,-0.97190326,-0.97190326,-0.97190326,-0.97190326,-0.97190326,-0.97190326,-0.97190326,-0.97190326
239,-0.9926621,-0.9926621,-0.9926621,-0.9926621,-0.9926621,-0.9926621,-0.9926621,-0.9926621,-0.9926621,-0.9926621,-0.9926621,-0.9926621,-0.9926621,-0.9926621
240,0.9593157,0.9593157,0.9593157,0.9593157,0.9593157,0.9593157,0.9593157,0.9593157,0.9593157,0.9593157,0.9593157,0.9593157,0.9593157,0.9593157
241,-0.99920744,-0.99920744,-0.99920744,-0.99920744,-0.99920744,-0.99920744,-0.99920744,-0.99920744,-0.99920744,-0.99920744,-0.99920744,-0.99978,-0.99978,-0.99978
242,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788,-0.9980788
243,-0.9975848,-0.9975848,-0.9975848,-0.9920397,-0.9920397,-0.9920397,-0.9920397,-0.9920397,-0.9920397,-0.9920397,-0.9920397,-0.9920397,-0.9976514,-0.9976514
244,-0.98810273,-0.98810273,-0.98810273,-0.98810273,-0.98810273,-0.98810273,-0.98810273,-0.98810273,-0.98810273,-0.98810273,-0.98810273,-0.98810273,-0.98810273,-0.98810273
245,-0.99977666,-0.99977666,-0.99977666,-0.99977666,-0.99977666,-0.99977666,-0.99977666,-0.99977666,-0.99977666,-0.99977666,-0.99977666,-0.99977666,-0.99977666,-0.99977666
246,-0.99512154,-0.99512154,-0.99512154,-0.99512154,-0.99512154,-0.99512154,-0.99512154,-0.99512154,-0.99512154,-0.99512154,-0.99512154,-0.99512154,-0.99512154,-0.99512154
247,-0.9815709,-0.9815709,-0.9815709,-0.9815709,-0.9815709,-0.9815709,-0.9815709,-0.9815709,-0.9815709,-0.9815709,-0.9815709,-0.9815709,-0.9815709,-0.9815709
248,0.99908996,0.99908996,0.99908996,0.99908996,0.99908996,0.99908996,0.99908996,0.99908996,0.99908996,0.99908996,0.99908996,0.99908996,0.99908996,0.99908996
249,-0.9991135,-0.9991135,-0.9991135,-0.9991135,-0.9991135,-0.9991135,-0.9991135,-0.9991135,-0.9991135,-0.9991135,-0.9991135,-0.9991135,-0.9991135,-0.9991135
250,0.95542234,0.95542234,0.95542234,0.95542234,0.95542234,0.95542234,0.95542234,0.95542234,0.95542234,0.95542234,0.95542234,-0.999574,-0.999574,0.9714437
251,-0.9992035,-0.9992035,-0.9992035,-0.9992035,-0.9992035,-0.9992035,-0.9992035,-0.9992035,-0.9992035,-0.9992035,-0.9992035,-0.9992035,-0.9992035,-0.9992035
252,-0.97635525,-0.97635525,-0.97635525,-0.97635525,-0.97635525,-0.97635525,-0.97635525,-0.97635525,-0.97635525,-0.97635525,-0.97635525,-0.97635525,-0.97635525,-0.97635525
253,-0.99822134,-0.99822134,-0.99822134,-0.99822134,-0.99822134,-0.99822134,-0.99822134,-0.99822134,-0.99822134,-0.99822134,-0.99822134,-0.99822134,-0.99822134,-0.99822134
254,0.8874282,0.8874282,0.8874282,0.8874282,0.8874282,0.8874282,0.8874282,0.8874282,0.8874282,0.8874282,0.8874282,0.8874282,0.8874282,0.8874282
255,-0.99832624,-0.99832624,-0.99832624,-0.99832624,-0.99832624,-0.99832624,-0.99832624,-0.99832624,-0.99832624,-0.99832624,-0.99832624,-0.99832624,-0.99832624,-0.99832624
256,-0.9987582,-0.9987582,-0.9987582,-0.99757785,-0.99757785,-0.99757785,-0.99757785,-0.99757785,-0.99757785,-0.99757785,-0.99757785,-0.99757785,-0.99757785,-0.99757785
257,-0.9510297,-0.9510297,-0.9510297,-0.99749136,-0.99749136,-0.99749136,-0.99749136,-0.99749136,-0.99749136,-0.99749136,-0.99749136,-0.99749136,-0.99749136,-0.99749136
258,-0.99480736,-0.99480736,-0.99480736,-0.99480736,-0.99480736,-0.99480736,-0.99480736,-0.99480736,-0.99480736,-0.99480736,-0.99480736,-0.99480736,-0.99480736,-0.99480736
259,-0.9993504,-0.9993504,-0.9993504,-0.9993504,-0.9993504,-0.9993504,-0.9993504,-0.9993504,-0.9993504,-0.9993504,-0.9993504,-0.9993504,-0.9993504,-0.9993504
260,-0.9992964,-0.9992964,-0.9992964,-0.9992964,-0.9992964,-0.9992964,-0.9992964,-0.9992964,-0.9992964,-0.9992964,-0.9992964,-0.9992964,-0.9992964,-0.9992964
261,-0.99392045,-0.99392045,-0.99392045,-0.99392045,-0.99392045,-0.99392045,-0.99392045,-0.99392045,-0.99392045,-0.99392045,-0.99392045,-0.9925633,-0.9925633,-0.999171
262,-0.9982002,-0.9982002,-0.9982002,-0.9982002,-0.9982002,-0.9982002,-0.9982002,-0.9982002,-0.9982002,-0.9982002,-0.9982002,-0.9982002,-0.9946997,-0.9946997
263,-0.99428755,-0.99428755,-0.99428755,-0.99428755,-0.99428755,-0.99428755,-0.99428755,-0.99428755,-0.99428755,-0.99428755,-0.99428755,-0.99428755,0.97355336,0.97355336
264,-0.99888533,-0.99888533,-0.99888533,-0.99888533,-0.99888533,-0.99888533,-0.99888533,-0.99888533,-0.99888533,-0.99888533,-0.99888533,-0.99888533,-0.99888533,-0.99888533
265,0.63649917,0.63649917,0.63649917,0.63649917,0.63649917,0.63649917,0.63649917,0.63649917,-0.995256,-0.995256,-0.995256,-0.995256,-0.995256,-0.995256
266,-0.9502007,-0.9502007,-0.9502007,-0.9502007,-0.9502007,-0.9502007,-0.9502007,-0.9995839,-0.9995839,-0.9995839,-0.9995839,-0.9995839,-0.9995839,-0.9995839
267,0.9834837,-0.8984523,-0.8984523,-0.8984523,-0.8984523,-0.8984523,-0.8984523,-0.8984523,-0.98380524,-0.98380524,-0.98380524,-0.98380524,-0.98380524,-0.98380524
268,-0.94353855,-0.94353855,-0.94353855,-0.94353855,-0.94353855,-0.94353855,-0.94353855,-0.94353855,-0.94353855,-0.94353855,-0.94353855,-0.94353855,-0.94353855,-0.94353855
269,-0.9417113,-0.9417113,-0.9417113,-0.9417113,-0.9417113,-0.9417113,-0.9417113,-0.9417113,-0.9417113,-0.9417113,-0.9417113,0.9901848,0.9901848,0.9901848
270,0.712165,0.712165,0.712165,0.712165,0.712165,0.712165,0.712165,-0.9997565,-0.9997565,-0.9997565,-0.9997565,-0.9997565,-0.9997565,-0.9997565
271,-0.99901664,-0.99901664,-0.99901664,-0.99965954,-0.99979216,-0.99979216,-0.99979216,-0.99979216,-0.99979216,-0.99979216,-0.99979216,-0.99979216,-0.99979216,-0.99979216
272,-0.9995633,-0.9995633,-0.9995633,-0.9995633,-0.9995633,-0.9995633,-0.9995633,-0.9995633,-0.9995633,-0.9980666,-0.9980666,-0.9980666,-0.9980666,-0.9980666
273,0.7964864,0.7964864,0.7964864,0.7964864,0.7964864,0.7964864,0.7964864,0.7964864,0.7964864,-0.99931705,-0.99931705,-0.99931705,-0.99931705,-0.99931705
274,-0.9991774,-0.9991774,-0.9991774,-0.9991774,-0.9991774,-0.9991774,-0.9991774,-0.9991774,-0.9991774,-0.9991774,-0.9991774,-0.9991774,-0.99788684,-0.99788684
275,0.77589905,0.77589905,0.77589905,0.77589905,0.77589905,0.77589905,0.77589905,0.77589905,0.77589905,-0.9996444,-0.9996444,-0.9996444,-0.9996444,-0.9996444
276,-0.9998129,-0.9998129,-0.9998129,-0.9998129,-0.9998129,-0.9998129,-0.9998129,-0.9998129,-0.9998129,-0.9998129,0.97396404,0.97396404,0.97396404,-0.9245327
277,-0.99980587,-0.99980587,-0.99794203,-0.99794203,-0.99794203,-0.99794203,-0.99794203,-0.99794203,-0.99794203,-0.99794203,-0.99794203,-0.99794203,-0.99784994,-0.99784994
278,-0.9995142,-0.9995142,-0.9995142,-0.9995142,-0.9995142,-0.9995142,-0.9995142,-0.9995142,-0.9995142,-0.9995142,-0.9993777,-0.9993777,-0.9993777,-0.9993777
279,-0.99962175,-0.99962175,-0.99962175,-0.99962175,-0.99962175,-0.99962175,-0.99962175,0.98049176,0.98049176,0.98049176,0.98049176,0.98049176,0.98049176,0.98049176
280,-0.9998227,-0.9998227,-0.9998227,-0.9998227,-0.9998227,-0.9998227,-0.9998227,-0.9998227,-0.9998227,-0.9998227,-0.9998227,-0.9998227,-0.9998227,-0.9998227
281,0.60076624,0.60076624,0.60076624,0.60076624,0.60076624,0.60076624,0.60076624,-0.9995915,-0.9995915,-0.9995915,-0.9995915,-0.9995915,-0.9995915,-0.9995915
282,-0.9915319,-0.9915319,-0.9915319,-0.9915319,-0.9915319,-0.9915319,-0.9915319,-0.9915319,-0.9915319,-0.9915319,-0.9915319,-0.9915319,-0.9915319,-0.9886042
283,-0.99946076,-0.99946076,-0.99946076,-0.99946076,-0.99946076,-0.99946076,-0.99946076,-0.9975363,-0.9975363,-0.9975363,-0.9975363,-0.9975363,-0.9975363,-0.9975363
284,-0.9989951,-0.9989951,-0.9989951,-0.9989951,-0.9989951,-0.9989951,-0.9989951,-0.9989951,-0.9989951,-0.9989951,-0.9989951,-0.9989951,-0.9989951,-0.9989951
