,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
0,0.056943438947200775,-0.15190498530864716,-0.08489448577165604,-0.20843572914600372,-0.05181174352765083,0.0007019744371064007,0.021773960441350937,0.013726014643907547,0.05417406186461449,0.11501724272966385,-0.031067676842212677,0.14093923568725586,-0.0496705137193203,-0.015930987894535065,-0.011803057044744492,0.13359247148036957,0.035249609500169754,0.0060713691636919975,0.17342834174633026,0.07733206450939178,0.15776340663433075,-0.12133313715457916,-0.06856222450733185,-0.033766623586416245,0.10392492264509201,0.01153841707855463,0.1524326652288437,-0.16248972713947296,0.047996778041124344,-0.1898798644542694,0.16251562535762787,-0.012173828668892384
