,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
0,0.07430955022573471,-0.08617052435874939,0.1375187188386917,-0.03191747888922691,-0.19241634011268616,0.09417687356472015,-0.2123386114835739,-0.029508568346500397,0.13253995776176453,0.09393631666898727,-0.01355274859815836,0.0858074277639389,-0.00034733035136014223,-0.2169848084449768,-0.16733737289905548,0.04574943706393242,-0.12676407396793365,0.12521202862262726,0.03227774798870087,0.02608361281454563,0.08690427988767624,-0.07272862643003464,0.07666949182748795,-0.008409743197262287,-0.22533874213695526,0.07062393426895142,-0.0491131953895092,-0.010222282260656357,0.049092017114162445,0.01584029011428356,0.0661984458565712,-0.17273645102977753
