,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
0,0.10593681037425995,0.09290571510791779,0.1798482984304428,-0.1202407032251358,-0.17316724359989166,-0.38490158319473267,0.32961076498031616,0.34074676036834717,0.21242325007915497,0.22509506344795227,0.35153138637542725,0.4110969007015228,0.18400496244430542,0.13521528244018555,0.12008936703205109,-0.27482014894485474
