row,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
0,-0.033847965,0.019679695,0.044398002,-0.055212673,0.023298996,-0.03416117,0.05938252,-0.0055120164,-0.009029542,0.038775735,-0.07822861,-0.028873052,-0.03659305,0.037642073,0.040710483,-0.07581746
1,0.022744088,-0.08044276,-0.008954349,0.0956782,0.06709311,-0.05666505,-0.00798836,0.027925747,-0.0026805087,-0.050000124,-0.068305865,0.000643132,0.026808077,-0.01600781,-0.020711938,0.026393892
2,0.062365092,0.009492239,0.015529062,0.10366846,0.00022456639,0.0003019387,0.061840076,0.05908343,-0.041385453,0.02285718,0.01189554,-0.014951166,0.03919279,-0.04309098,0.022203933,0.041721374
3,-0.084029235,-0.0844784,-0.09343055,0.0031101352,-0.08844171,-0.06266216,0.039430853,0.058775388,0.051299013,0.0512635,0.04480525,-0.0584644,-0.030427821,-0.017947225,0.110527046,0.002481982
4,-0.0077505093,-0.026618812,-0.021625342,-0.078060664,0.012349422,0.010430662,-0.0801285,-8.350218e-05,0.032106552,0.0049606995,0.07152128,0.039116256,-0.008081923,-0.017425572,0.021493226,-0.053444777
5,-0.07401266,0.13465306,-0.024569903,-0.06490376,-0.04710026,-0.09239457,0.11291534,-0.015691442,-0.045619633,-0.07159492,0.08128395,0.005972592,-0.033255674,-0.018402774,-0.035159543,0.027280683
6,0.100939594,-0.06565755,0.010528279,-0.10758184,-0.061407536,0.13820808,0.00909829,0.11627588,-0.02078623,-0.05475941,-0.06788921,0.10122436,-0.062650636,0.0557976,0.04189191,0.05583756
7,0.095318735,-0.07044127,0.05716224,-0.051495306,-0.040915698,0.06993379,0.0013593591,0.0063694776,-0.045648668,-0.10130343,0.029391127,-0.017555976,0.015460523,-0.006785636,0.054458473,-0.09252474
8,-0.030881198,0.09176303,0.031119017,-0.0456948,-0.09010924,0.023316575,0.076167956,0.004533951,0.07700049,-0.0734022,0.0673209,-0.049797025,0.0149875395,0.069770046,0.037738662,0.10480301
9,-0.05613884,-0.13521212,-0.07033297,0.08668996,0.025167152,-0.112982936,0.043668587,0.08573895,-0.11893982,0.060018457,-0.014248002,0.00055590214,0.049548965,0.05967905,0.036267,0.0732644
10,0.07364119,-0.006464222,-0.007871441,0.061725512,-0.061959248,0.0043758415,-0.01416443,-0.015203059,-0.07226851,-0.09316922,0.049833197,-0.0024403771,0.028299008,-0.0455065,-0.03871537,-0.049881507
11,0.104116715,-0.09745051,0.09330166,0.12472959,-0.08823381,-0.031379424,-0.06437509,-0.010138082,0.013347353,-0.03384843,0.04581773,-0.059217434,0.05085906,-0.15442918,-0.07359335,-0.019041967
12,0.063045,0.028079215,-0.004737701,0.029833915,-0.0117531875,-0.004106985,-0.11302434,0.0020182233,0.03636752,-0.09562978,-0.11825819,-0.0012353057,0.034905493,-0.030409401,0.07080541,-0.08845739
13,-0.07576689,-0.0928411,-0.012977813,-0.03273502,0.08120253,-0.0029701572,0.04969098,-0.034421485,0.09822375,0.10249238,-0.08876164,-0.0044192253,-0.08828813,0.03993773,-0.04037255,-0.06348269
14,0.14465977,-0.15746437,0.09212611,0.028641505,0.11136924,-0.08874052,0.08170798,0.024356747,-0.005206663,0.05532157,-0.13567117,-0.08821572,0.09917735,-0.06948829,-0.103244826,-0.02432679
15,-0.02843604,-0.030112421,-0.059036013,0.057255667,-0.11891356,0.00014083808,0.063844875,0.01432655,0.004798906,-0.00040425808,-0.05254787,-0.008851247,-0.032155223,-0.0514085,-0.063596904,0.124954395
