,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
0,-0.23630975186824799,0.03548039495944977,0.22993753850460052,-0.10729534924030304,-0.1302882879972458,-0.3836919963359833,-0.21359822154045105,0.04800216853618622,-0.522834062576294,-0.22559411823749542,0.12072468549013138,0.33880046010017395,0.06735377758741379,0.17711271345615387,0.34214141964912415,0.24457651376724243
