,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
0,-0.12090709060430527,0.3757353723049164,-0.10433157533407211,-0.33274170756340027,-0.24770601093769073,0.2185491919517517,0.35148927569389343,-0.16786786913871765,0.23253656923770905,0.14192669093608856,0.3565312623977661,0.11645488440990448,-0.09076020866632462,0.34539395570755005,0.1136171966791153,0.3262207508087158
