,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
0,-0.10626886039972305,0.01572447642683983,-0.13161316514015198,-0.6732932329177856,-0.09554654359817505,-0.4256576895713806,-0.023972654715180397,0.0752948746085167,-0.337952196598053,0.027458030730485916,-0.002633224241435528,-0.4389640986919403,-0.04540347307920456,-0.09517350792884827,-0.006085745524615049,-0.04917534440755844
