,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
0,-0.08993732929229736,-0.17325063049793243,0.28917092084884644,-0.027037331834435463,-0.4052712321281433,0.46371081471443176,-0.11590630561113358,0.3714774250984192,-0.1838466078042984,0.38297972083091736,0.10503876954317093,0.08808408677577972,0.23278583586215973,0.01941416785120964,-0.2263343781232834,0.20441122353076935
