,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
0,-0.26195403933525085,-0.3246232569217682,0.10945958644151688,-0.27993327379226685,0.05456150695681572,0.18246884644031525,-0.36734458804130554,0.17353320121765137,-0.12350473552942276,-0.03238389268517494,-0.44740867614746094,-0.3535183370113373,-0.11088436841964722,-0.08216232061386108,-0.03711865469813347,-0.4152739644050598
