,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
0,-0.10336481034755707,0.09566514939069748,-0.025181038305163383,-0.13870611786842346,-0.11371198296546936,0.03140261769294739,-0.0733565166592598,0.1000814139842987,0.08537522703409195,0.0915391594171524,0.1574806123971939,-0.1270950734615326,0.054797571152448654,0.035794924944639206,0.05716676637530327,-0.008906831033527851,-0.05993754789233208,-0.0026096885558217764,-0.0687929168343544,-0.03374973312020302,0.003500415710732341,-0.1175708919763565,0.17387209832668304,-0.09171978384256363,0.10494774580001831,-0.0927736908197403,-0.014274333603680134,-0.04686954244971275,0.04437939077615738,-0.026143761351704597,-0.13233554363250732,0.13713768124580383
