,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
0,-0.04821617156267166,-0.08688732236623764,0.07517337799072266,0.05088980868458748,-0.13476699590682983,-0.007908803410828114,-0.1458939164876938,0.05125724896788597,-0.026790643110871315,0.09858966618776321,-0.055514007806777954,0.1097109243273735,0.003897894872352481,-0.06066050007939339,-0.13420169055461884,-0.10054819285869598,-0.05223066732287407,-0.060152459889650345,-0.12477128207683563,-0.1507607251405716,-0.06336506456136703,-0.028634419664740562,0.021139509975910187,0.10641755163669586,-0.08174959570169449,-0.15175820887088776,-0.057126279920339584,-0.08647696673870087,0.04836792126297951,-0.00044267778866924345,0.0702405571937561,-0.05471412464976311
