user_idx,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28
66,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9987766,-0.9989962,-0.9989962
67,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,-0.98852915,0.95604634,-0.9991979,-0.9991979,-0.9991979,-0.9991979,-0.9991979
68,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,-0.95227945,0.98428255,0.98428255
69,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9885527,-0.9789032,-0.9789032,-0.9789032,-0.9789032,-0.9789032,-0.9789032
70,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9988502,-0.9842322,-0.9842322,-0.9842322,-0.9842322
71,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9976845,-0.9586053,-0.9586053,-0.9586053,-0.9586053,-0.9586053,-0.9586053
72,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788,0.7052788
73,0.99611914,0.99611914,0.99611914,0.99611914,0.99611914,0.99611914,0.99611914,0.99611914,0.99611914,0.99611914,0.99611914,0.99611914,0.99611914,0.99611914,0.99611914,-0.99590945,-0.99590945,-0.99590945,-0.99590945,-0.99590945,-0.99590945,-0.99590945,-0.99590945,-0.99590945,-0.99590945,-0.99590945,-0.99590945,-0.99590945,-0.99590945
74,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.9985953,-0.99926275,-0.9995431,-0.9995431,-0.9995431,-0.9995431,-0.9995431
75,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,0.7461126,-0.99804544,-0.99804544,-0.99804544,-0.99804544
76,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582,-0.9983582
77,-0.9743604,-0.9743604,-0.9743604,-0.9743604,-0.9743604,-0.9743604,-0.9743604,-0.9743604,-0.9743604,-0.9743604,-0.9743604,-0.9743604,-0.9743604,-0.9743604,-0.9743604,-0.9743604,-0.9743604,-0.99930716,0.9993907,0.9993907,0.9993907,0.9993907,0.9993907,0.9993907,-0.72470826,-0.72470826,-0.72470826,-0.72470826,-0.72470826
78,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.98177904,-0.99776834,-0.99776834,-0.97712237,-0.97712237
79,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9965648,-0.9991167,-0.9991167,-0.9991167,-0.9991167,-0.9991167,-0.9991167,0.9241112,0.9241112,0.9241112,0.9198083,0.9198083
80,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849,-0.985849
81,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528,-0.9811528
82,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812,-0.9971812
83,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9899199,-0.9897432,-0.9897432,-0.9897432,-0.9852541
84,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9967217,-0.9994124,-0.9994124,-0.9994124,-0.9994124
85,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,0.98159456,-0.9987382,-0.9801902,-0.9801902
86,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9987029,-0.9865457,-0.9865457,-0.996811,-0.996811
87,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.99884653,-0.9991078,-0.9991078,-0.9991078,-0.9991078,-0.9991078,-0.9991078,-0.90260255,-0.9970675,-0.9970675,-0.9970675,-0.9970675
88,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.98590434,-0.99101454,-0.99101454,-0.99101454,-0.99101454,-0.99101454,-0.99101454,0.9995869,-0.78403014,-0.78403014,-0.78403014,-0.78403014
89,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9994867,-0.9915268,-0.9915268,-0.9915268,-0.97463053,-0.97463053
90,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,-0.99439126,0.98196787,0.98196787
91,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99580526,-0.99874145,-0.99874145,-0.99874145,-0.99874145,-0.99874145
92,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.9936287,-0.99828595,-0.99913555,-0.99913555,-0.99913555,-0.99913555,-0.99913555
93,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.9977697,-0.008576006,-0.008576006,-0.008576006,-0.008576006,-0.008576006,-0.008576006,-0.008576006,0.9885201,0.9885201,0.9885201,0.9885201
94,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.9976271,-0.99655354,-0.99655354,-0.99655354,-0.99655354
95,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233,-0.99860233
96,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226,-0.9964226
97,0.61534446,0.61534446,0.61534446,0.61534446,0.61534446,0.61534446,0.61534446,0.61534446,0.61534446,0.61534446,0.61534446,0.61534446,0.61534446,0.61534446,0.61534446,0.9382773,0.9382773,0.9382773,0.9382773,0.9382773,0.9382773,0.9382773,0.9382773,0.9382773,0.9382773,0.9382773,0.9382773,0.9382773,0.9382773
98,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9980895,-0.9913385,-0.9913385,-0.9913385,-0.9913385
99,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9995396,-0.9965945,-0.9965945,-0.9965945,-0.9965945,-0.9965945,-0.9965945,-0.9965945,-0.9965945,-0.9965945,-0.9965945
100,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9982052,-0.9979633,-0.9979633,-0.9979633,-0.9979633
101,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.9992894,-0.99936396,-0.99936396,-0.99936396
102,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.9553988,-0.99516463,-0.99516463
103,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.98998,-0.9581372,-0.9581372,-0.9581372,-0.9581372,-0.9581372
104,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9986627,-0.9991547,-0.9991547,-0.9991547,-0.9991547
105,-0.99881727,-0.99881727,0.96068937,0.96068937,0.96068937,0.96068937,0.96068937,0.96068937,0.96068937,0.96068937,0.96068937,0.96068937,0.96068937,0.96068937,0.96068937,-0.9992167,-0.9992167,-0.9992167,-0.9992167,-0.9992167,-0.9992167,-0.9992167,-0.9992167,-0.9992167,-0.9992167,-0.9889443,-0.9889443,-0.9889443,-0.9889443
106,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.99716395,-0.9942908,-0.9746664,-0.9746664,-0.9746664,-0.9746664
107,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295,-0.99910295
108,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9953774,-0.9990864,-0.9990864,-0.9990864,-0.9990864
109,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.99542904,-0.98945904,-0.9988513,-0.9988513,-0.9988513
110,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.995917,-0.991855,-0.991855
111,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006,-0.9953006
112,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9963819,-0.9906983,-0.9906983
113,0.99915314,0.99915314,0.99915314,0.99915314,0.99915314,0.99915314,0.99915314,0.99915314,0.99915314,0.99915314,0.99915314,0.99915314,0.99915314,0.99915314,0.99915314,0.99915314,0.99915314,0.99915314,-0.5980657,-0.5980657,-0.5980657,-0.5980657,-0.5980657,-0.5980657,-0.63697135,-0.63697135,-0.63697135,-0.99932516,-0.99932516
114,0.9859239,0.9859239,0.9859239,0.9859239,0.9859239,0.9859239,0.9859239,0.9859239,0.9859239,0.9859239,0.9859239,0.9859239,0.9859239,0.9859239,0.9859239,0.99725777,-0.9997398,-0.9997398,-0.9997398,-0.9997398,-0.9997398,-0.9997398,-0.9997398,-0.9997398,-0.9997398,-0.9997398,-0.9997398,-0.9997398,-0.9997398
115,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.99693775,-0.9981616,-0.9981616,-0.9757943,-0.9757943
116,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.9991068,-0.99793446,0.99327976,0.99327976,0.99327976,0.99327976
117,-0.9984567,-0.9984567,-0.9984567,-0.9984567,-0.9984567,-0.9984567,-0.9984567,-0.9984567,-0.9984567,-0.9984567,-0.9984567,-0.9984567,-0.9984567,-0.9984567,-0.9984567,-0.9984567,-0.9984567,-0.78054476,-0.78054476,-0.78054476,-0.78054476,-0.78054476,-0.78054476,-0.96417326,-0.96417326,-0.96417326,-0.96417326,-0.96417326,-0.96417326
118,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408,-0.9972408
119,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352,0.819352
120,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904,0.99217904
121,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011,-0.9093011
122,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9968176,-0.9932029,-0.9932029,-0.9932029,-0.9932029,-0.9932029,-0.9932029
123,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873,-0.99873
124,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591,-0.9931591
125,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643,0.97555643
126,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668,-0.9969668
127,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9928351,-0.9990086,-0.9990086,-0.9990086,-0.9990086,-0.9990086,-0.9990086,-0.9990086
128,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086,-0.99576086
129,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806,-0.94743806
130,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9570619,-0.9993592,-0.9993592,-0.9993592
131,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074,-0.99923074
132,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084,-0.9976084
133,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.999255,-0.7684948,-0.7684948,-0.9574304,-0.9574304
134,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9905335,-0.9847928,-0.9847928,-0.9847928,-0.9847928,-0.9847928
