user_idx,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28
135,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.99883467,-0.998728,-0.998728,0.9906929,0.9906929
136,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,-0.99779725,0.99797267,0.99797267,0.99797267
137,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.9992519,-0.99826545,-0.9635548,-0.9635548
138,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.68216264,-0.9989637,-0.9989637,-0.9958853,-0.9958853,-0.9958853,-0.9958853,-0.9958853
139,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.9959223,-0.98924196,-0.98924196,-0.98924196,-0.98924196,-0.98924196
140,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9803831,-0.9985197,-0.9985197,-0.9985197,-0.9985197,-0.9985197
141,-0.99817944,-0.99817944,-0.99817944,-0.99817944,-0.99817944,-0.99817944,-0.99817944,-0.99817944,-0.99817944,-0.99817944,-0.99817944,-0.99817944,-0.99817944,-0.99817944,-0.99817944,-0.99817944,0.96111786,0.96111786,0.96111786,0.96111786,0.96111786,0.96111786,0.96111786,0.96111786,-0.99832267,-0.9976274,-0.9976274,-0.99971336,-0.99971336
142,-0.9620633,-0.9620633,-0.9620633,-0.9620633,-0.9620633,-0.9620633,-0.9620633,-0.9620633,-0.9620633,-0.9620633,-0.9620633,-0.9620633,-0.9620633,-0.9620633,-0.9620633,-0.9991246,-0.9991246,-0.9991246,-0.9991246,-0.9991246,-0.9991246,-0.9991246,-0.9991246,-0.9991246,-0.9991246,0.99161774,0.99161774,0.99161774,0.99161774
143,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958,-0.9984958
144,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.99865294,-0.9971873,-0.9971873
145,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444,-0.99919444
146,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.99961215,-0.9941513,-0.9941513,-0.9941513,-0.9941513
147,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405,0.97862405
148,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807,-0.9898807
149,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.9952158,-0.99505097,-0.99505097,-0.99505097,-0.99505097,-0.99505097,-0.99505097
150,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.9928854,-0.99367684,-0.99367684,-0.99367684,-0.99367684,-0.99367684,-0.99367684,-0.99367684,-0.99367684,-0.99367684,-0.99367684
151,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076,-0.99674076
152,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725,0.67686725
153,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409,-0.9992409
154,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535,-0.99450535
155,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033,-0.9991033
156,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.63580936,-0.99931526,-0.99931526,-0.9958625,-0.9958625,-0.9958625,-0.9958625,-0.9958625,-0.9958625,-0.9958625,-0.9958625
157,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.5296849,-0.98745406,-0.98745406,-0.98745406
158,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.9964963,-0.99963653,-0.99963653,-0.99963653,-0.99963653,-0.99963653,-0.99963653,-0.99963653,-0.99963653,-0.99963653,-0.99963653,-0.99963653
159,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127,-0.9889127
160,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9979249,-0.9997291,-0.9997291
161,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.96024036,-0.98492104,-0.98492104,-0.98492104,-0.98492104,-0.98492104,-0.98492104
162,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,-0.99619603,0.605572,-0.98320377,-0.98320377
163,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,0.5650465,-0.99088645,-0.99088645,-0.99088645,-0.9961056,-0.9961056
164,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9968892,-0.9997253,-0.9997253
165,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99235284,-0.99752873,-0.99752873
166,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99777275,-0.99905354,-0.99905354,-0.99905354,-0.99905354
167,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,0.9954181,-0.967525,-0.967525
168,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.992343,-0.9966589,-0.9966589
169,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.99729806,-0.7336748,-0.7336748,-0.7336748
170,-0.9982582,-0.9982582,-0.9982582,-0.9982582,-0.9982582,-0.9982582,-0.9982582,-0.9982582,-0.9982582,-0.9982582,-0.9982582,-0.9982582,-0.9982582,-0.9982582,-0.9982582,-0.9988796,-0.9988796,-0.9988796,-0.9988796,-0.9988796,-0.9988796,-0.9988796,-0.9988796,-0.9988796,-0.99886036,-0.99886036,-0.99886036,-0.99886036,-0.99886036
171,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.98279095,-0.99968255,-0.99968255,-0.99968255,-0.99968255
172,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274,-0.99943274
173,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087,-0.9848087
174,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131,-0.9976131
175,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744,-0.9831744
176,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.57084435,-0.9779098,-0.9779098,-0.9779098,-0.9779098,-0.9779098
177,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342,0.9859342
178,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275,-0.9933275
179,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.99509853,-0.9956103,-0.9956103,-0.9956103
180,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146,-0.84149146
181,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018,-0.9979018
182,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157,-0.99918157
183,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951,-0.9984951
184,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.98962617,-0.7156846,-0.7156846,-0.7156846,-0.7156846
185,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,0.9761736,-0.99803144,-0.99803144,-0.99803144,-0.99803144
186,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671,0.9966671
187,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906,-0.99829906
188,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99212706,-0.99279743,-0.99962664,-0.99962664
189,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641,-0.9833641
190,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442,-0.9965442
191,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,0.9831535,-0.99965966,-0.99965966
192,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034,0.92147034
193,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.99732864,-0.9990416,-0.9990416,-0.9990416
194,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207,-0.6388207
195,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.99476814,-0.95880854,-0.95880854
196,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737,-0.9963737
197,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407,-0.99931407
198,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833,0.85897833
199,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869,0.9965869
200,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506,-0.9994506
201,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177,-0.9879177
202,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.97732383,-0.99946445,-0.99946445
203,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.025151014,-0.99974996,-0.99974996,-0.99974996,-0.99974996,-0.99974996,-0.99974996,-0.99974996,-0.99974996,-0.99974996
